G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
M                             101         1.1499644513      0.5000000000      0.0000000000      0.0000000000
G                             102         1.1499644513      0.0000000000      0.0000000000      0.0000000000
K                             217         2.4778290222      0.3333333333      0.3333333333      0.0000000000
G                             218         2.4778290222      0.0000000000      0.0000000000      0.0000000000
A                             271         3.0888471388      0.0000000000      0.0000000000      0.5000000000
