  0.00000000E+00  0.36171384E+01
  0.11499645E-01  0.36174662E+01
  0.22999289E-01  0.36184496E+01
  0.34498934E-01  0.36200889E+01
  0.45998578E-01  0.36223841E+01
  0.57498223E-01  0.36253355E+01
  0.68997867E-01  0.36289433E+01
  0.80497512E-01  0.36332077E+01
  0.91997156E-01  0.36381292E+01
  0.10349680E+00  0.36437081E+01
  0.11499645E+00  0.36499447E+01
  0.12649609E+00  0.36568396E+01
  0.13799573E+00  0.36643930E+01
  0.14949538E+00  0.36726054E+01
  0.16099502E+00  0.36814771E+01
  0.17249467E+00  0.36910086E+01
  0.18399431E+00  0.37011999E+01
  0.19549396E+00  0.37120513E+01
  0.20699360E+00  0.37235629E+01
  0.21849325E+00  0.37357347E+01
  0.22999289E+00  0.37485664E+01
  0.24149253E+00  0.37620577E+01
  0.25299218E+00  0.37762079E+01
  0.26449182E+00  0.37910163E+01
  0.27599147E+00  0.38064818E+01
  0.28749111E+00  0.38226028E+01
  0.29899076E+00  0.38393776E+01
  0.31049040E+00  0.38568041E+01
  0.32199005E+00  0.38748793E+01
  0.33348969E+00  0.38936003E+01
  0.34498934E+00  0.39129631E+01
  0.35648898E+00  0.39329632E+01
  0.36798862E+00  0.39535955E+01
  0.37948827E+00  0.39748538E+01
  0.39098791E+00  0.39967313E+01
  0.40248756E+00  0.40192197E+01
  0.41398720E+00  0.40423100E+01
  0.42548685E+00  0.40659915E+01
  0.43698649E+00  0.40902524E+01
  0.44848614E+00  0.41150791E+01
  0.45998578E+00  0.41404560E+01
  0.47148543E+00  0.41663657E+01
  0.48298507E+00  0.41927883E+01
  0.49448471E+00  0.42197015E+01
  0.50598436E+00  0.42470798E+01
  0.51748400E+00  0.42748945E+01
  0.52898365E+00  0.43031128E+01
  0.54048329E+00  0.43316980E+01
  0.55198294E+00  0.43606080E+01
  0.56348258E+00  0.43897951E+01
  0.57498223E+00  0.44192051E+01
  0.58648187E+00  0.44487760E+01
  0.59798151E+00  0.44784370E+01
  0.60948116E+00  0.45081070E+01
  0.62098080E+00  0.45376929E+01
  0.63248045E+00  0.45670878E+01
  0.64398009E+00  0.45961683E+01
  0.65547974E+00  0.46247921E+01
  0.66697938E+00  0.46527948E+01
  0.67847903E+00  0.46799867E+01
  0.68997867E+00  0.47061490E+01
  0.70147832E+00  0.47310306E+01
  0.71297796E+00  0.47543453E+01
  0.72447760E+00  0.47757699E+01
  0.73597725E+00  0.47949459E+01
  0.74747689E+00  0.48114850E+01
  0.75897654E+00  0.48249813E+01
  0.77047618E+00  0.48350316E+01
  0.78197583E+00  0.48412652E+01
  0.79347547E+00  0.48433810E+01
  0.80497512E+00  0.48411871E+01
  0.81647476E+00  0.48346340E+01
  0.82797440E+00  0.48238334E+01
  0.83947405E+00  0.48090544E+01
  0.85097369E+00  0.47906988E+01
  0.86247334E+00  0.47692617E+01
  0.87397298E+00  0.47452871E+01
  0.88547263E+00  0.47193278E+01
  0.89697227E+00  0.46919150E+01
  0.90847192E+00  0.46635387E+01
  0.91997156E+00  0.46346384E+01
  0.93147121E+00  0.46055997E+01
  0.94297085E+00  0.45767569E+01
  0.95447049E+00  0.45483972E+01
  0.96597014E+00  0.45207656E+01
  0.97746978E+00  0.44940714E+01
  0.98896943E+00  0.44684922E+01
  0.10004691E+01  0.44441799E+01
  0.10119687E+01  0.44212633E+01
  0.10234684E+01  0.43998528E+01
  0.10349680E+01  0.43800420E+01
  0.10464677E+01  0.43619111E+01
  0.10579673E+01  0.43455279E+01
  0.10694669E+01  0.43309499E+01
  0.10809666E+01  0.43182256E+01
  0.10924662E+01  0.43073951E+01
  0.11039659E+01  0.42984911E+01
  0.11154655E+01  0.42915396E+01
  0.11269652E+01  0.42865604E+01
  0.11384648E+01  0.42835674E+01
  0.11499645E+01  0.42825689E+01
  0.11499645E+01  0.36171384E+01
  0.11615111E+01  0.36174483E+01
  0.11730577E+01  0.36183784E+01
  0.11846044E+01  0.36199288E+01
  0.11961510E+01  0.36220996E+01
  0.12076977E+01  0.36248912E+01
  0.12192443E+01  0.36283039E+01
  0.12307910E+01  0.36323380E+01
  0.12423376E+01  0.36369942E+01
  0.12538843E+01  0.36422728E+01
  0.12654309E+01  0.36481745E+01
  0.12769776E+01  0.36546998E+01
  0.12885242E+01  0.36618494E+01
  0.13000709E+01  0.36696238E+01
  0.13116175E+01  0.36780237E+01
  0.13231642E+01  0.36870496E+01
  0.13347108E+01  0.36967020E+01
  0.13462575E+01  0.37069816E+01
  0.13578041E+01  0.37178885E+01
  0.13693508E+01  0.37294231E+01
  0.13808974E+01  0.37415855E+01
  0.13924441E+01  0.37543757E+01
  0.14039907E+01  0.37677935E+01
  0.14155374E+01  0.37818384E+01
  0.14270840E+01  0.37965096E+01
  0.14386307E+01  0.38118063E+01
  0.14501773E+01  0.38277268E+01
  0.14617240E+01  0.38442696E+01
  0.14732706E+01  0.38614324E+01
  0.14848173E+01  0.38792125E+01
  0.14963639E+01  0.38976065E+01
  0.15079106E+01  0.39166107E+01
  0.15194572E+01  0.39362203E+01
  0.15310038E+01  0.39564300E+01
  0.15425505E+01  0.39772335E+01
  0.15540971E+01  0.39986236E+01
  0.15656438E+01  0.40205921E+01
  0.15771904E+01  0.40431294E+01
  0.15887371E+01  0.40662248E+01
  0.16002837E+01  0.40898659E+01
  0.16118304E+01  0.41140391E+01
  0.16233770E+01  0.41387285E+01
  0.16349237E+01  0.41639166E+01
  0.16464703E+01  0.41895834E+01
  0.16580170E+01  0.42157067E+01
  0.16695636E+01  0.42422613E+01
  0.16811103E+01  0.42692192E+01
  0.16926569E+01  0.42965488E+01
  0.17042036E+01  0.43242148E+01
  0.17157502E+01  0.43521778E+01
  0.17272969E+01  0.43803936E+01
  0.17388435E+01  0.44088127E+01
  0.17503902E+01  0.44373800E+01
  0.17619368E+01  0.44660338E+01
  0.17734835E+01  0.44947054E+01
  0.17850301E+01  0.45233182E+01
  0.17965768E+01  0.45517870E+01
  0.18081234E+01  0.45800174E+01
  0.18196701E+01  0.46079050E+01
  0.18312167E+01  0.46353349E+01
  0.18427634E+01  0.46621812E+01
  0.18543100E+01  0.46883071E+01
  0.18658567E+01  0.47135653E+01
  0.18774033E+01  0.47377990E+01
  0.18889500E+01  0.47608440E+01
  0.19004966E+01  0.47825312E+01
  0.19120432E+01  0.48026911E+01
  0.19235899E+01  0.48211592E+01
  0.19351365E+01  0.48377823E+01
  0.19466832E+01  0.48524263E+01
  0.19582298E+01  0.48649839E+01
  0.19697765E+01  0.48753821E+01
  0.19813231E+01  0.48835888E+01
  0.19928698E+01  0.48896164E+01
  0.20044164E+01  0.48935234E+01
  0.20159631E+01  0.48954127E+01
  0.20275097E+01  0.48954266E+01
  0.20390564E+01  0.48937403E+01
  0.20506030E+01  0.48905531E+01
  0.20621497E+01  0.48860798E+01
  0.20736963E+01  0.48805424E+01
  0.20852430E+01  0.48741627E+01
  0.20967896E+01  0.48671565E+01
  0.21083363E+01  0.48597289E+01
  0.21198829E+01  0.48520717E+01
  0.21314296E+01  0.48443614E+01
  0.21429762E+01  0.48367581E+01
  0.21545229E+01  0.48294060E+01
  0.21660695E+01  0.48224333E+01
  0.21776162E+01  0.48159535E+01
  0.21891628E+01  0.48100657E+01
  0.22007095E+01  0.48048563E+01
  0.22122561E+01  0.48003997E+01
  0.22238028E+01  0.47967593E+01
  0.22353494E+01  0.47939888E+01
  0.22468961E+01  0.47921327E+01
  0.22584427E+01  0.47912274E+01
  0.22699894E+01  0.47913015E+01
  0.22815360E+01  0.47923769E+01
  0.22930826E+01  0.47944691E+01
  0.23046293E+01  0.47975873E+01
  0.23161759E+01  0.48017353E+01
  0.23277226E+01  0.48069114E+01
  0.23392692E+01  0.48131086E+01
  0.23508159E+01  0.48203147E+01
  0.23623625E+01  0.48285127E+01
  0.23739092E+01  0.48376801E+01
  0.23854558E+01  0.48477894E+01
  0.23970025E+01  0.48588075E+01
  0.24085491E+01  0.48706956E+01
  0.24200958E+01  0.48834086E+01
  0.24316424E+01  0.48968944E+01
  0.24431891E+01  0.49110930E+01
  0.24547357E+01  0.49259342E+01
  0.24662824E+01  0.49413348E+01
  0.24778290E+01  0.49571928E+01
  0.24778290E+01  0.36171384E+01
  0.24893577E+01  0.36186921E+01
  0.25008863E+01  0.36233526E+01
  0.25124150E+01  0.36311166E+01
  0.25239436E+01  0.36419788E+01
  0.25354722E+01  0.36559317E+01
  0.25470009E+01  0.36729653E+01
  0.25585295E+01  0.36930679E+01
  0.25700582E+01  0.37162252E+01
  0.25815868E+01  0.37424207E+01
  0.25931155E+01  0.37716356E+01
  0.26046441E+01  0.38038489E+01
  0.26161727E+01  0.38390370E+01
  0.26277014E+01  0.38771739E+01
  0.26392300E+01  0.39182313E+01
  0.26507587E+01  0.39621781E+01
  0.26622873E+01  0.40089810E+01
  0.26738160E+01  0.40586036E+01
  0.26853446E+01  0.41110073E+01
  0.26968733E+01  0.41661505E+01
  0.27084019E+01  0.42239888E+01
  0.27199305E+01  0.42844751E+01
  0.27314592E+01  0.43475596E+01
  0.27429878E+01  0.44131894E+01
  0.27545165E+01  0.44813088E+01
  0.27660451E+01  0.45518590E+01
  0.27775738E+01  0.46247787E+01
  0.27891024E+01  0.47000032E+01
  0.28006310E+01  0.47774651E+01
  0.28121597E+01  0.48570941E+01
  0.28236883E+01  0.49388170E+01
  0.28352170E+01  0.50225578E+01
  0.28467456E+01  0.51082378E+01
  0.28582743E+01  0.51957755E+01
  0.28698029E+01  0.52850869E+01
  0.28813316E+01  0.53760855E+01
